OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0023708,-17976.988319,-17976.988321,-17964.967187,-17964.967195,-18751.772608,0.05541,0.05541,0.0621,0.03537,0.06209,0.03538
N1.HOG0023711,-22391.458573,-22391.458335,-22364.820242,-22364.847842,-23353.636788,0.11281,0.11283,0.14399,0.07867,0.14403,0.07827
N1.HOG0023717,-18336.248976,-18336.250442,-18335.346935,-18335.34691,-18784.80831,0.12797,0.12795,0.13165,0.11723,0.13164,0.11721
N1.HOG0023720,-29205.110551,-29205.110551,-29197.802028,-29197.802046,-29659.799651,0.23191,0.2319,0.24623,0.19523,0.24622,0.19521
N1.HOG0023721,-14136.203194,-14136.203189,-14132.433857,-14132.433771,-14296.696539,0.16051,0.16053,0.16771,0.11645,0.16769,0.11652
N1.HOG0023727,-31728.121402,-31585.276581,-32938.545491,-31800.414036,-34493.305217,0.21022,0.16457,0.13838,1.68821,0.1562,0.20395
N1.HOG0023729,-19747.19257,-16839.524754,-19474.991065,-16853.7849,-17245.123519,2.20198,0.08958,1.5331,1.61756,0.09532,0.06528
N1.HOG0023749,-33841.894115,-33841.894115,-33838.971681,-33838.971681,-33893.731277,0.57661,0.57661,0.53968,0.62426,0.53968,0.62426
N1.HOG0023750,-56468.528802,-54058.89711,-58652.440981,-53993.035018,-54768.583533,0.3917,0.27321,2.31836,1.88616,0.31623,0.20111
N1.HOG0023753,-24896.727593,-24896.727594,-24895.150722,-24895.150716,-25329.544444,0.24825,0.24825,0.23488,0.26312,0.2349,0.26314
N1.HOG0023755,-19109.83385,-19109.83453,-19109.500047,-19109.499549,-19545.649702,0.10828,0.10824,0.10999,0.10206,0.10999,0.10201
N1.HOG0023756,-8587.483694,-8587.483585,-8581.511865,-8581.511861,-8819.608496,0.11666,0.11662,0.12714,0.08021,0.12714,0.08023
N1.HOG0023758,-12139.439753,-12139.439753,-12129.371933,-12129.371933,-12393.006524,0.14945,0.14945,0.16423,0.09666,0.16423,0.09666
N1.HOG0023760,-17867.554754,-17867.554754,-17865.426861,-17865.426861,-18168.597006,0.15232,0.15231,0.1579,0.13187,0.1579,0.13188
N1.HOG0023761,-26737.596248,-26737.596248,-26731.498975,-26731.498975,-26968.746918,0.22884,0.22884,0.23963,0.18115,0.23963,0.18115
N1.HOG0023764,-67203.296346,-67203.296346,-67165.230092,-67165.230092,-68172.230951,0.19299,0.19299,0.20682,0.13473,0.20682,0.13473
N1.HOG0023766,-26897.676429,-26897.676429,-26885.987332,-26885.987332,-27405.793079,0.16117,0.16117,0.17262,0.12035,0.17262,0.12035
N1.HOG0023767,-26335.680289,-22859.858808,-25549.204413,-22910.382949,-23045.466072,2.09393,0.13127,1.92349,0.13698,0.12252,0.07911
N1.HOG0023769,-44516.949142,-44516.949141,-44502.920299,-44502.920299,-45235.320618,0.1811,0.18111,0.19137,0.14197,0.19137,0.14197
N1.HOG0023770,-33354.5901,-33354.5901,-33343.618271,-33343.618271,-33662.700697,0.29765,0.29764,0.3185,0.23901,0.31851,0.23901
N1.HOG0023771,-32914.95098,-32914.95098,-32899.089641,-32899.089641,-33510.532471,0.17105,0.17105,0.1839,0.12607,0.1839,0.12607
N1.HOG0023772,-100880.987415,-100880.987415,-100822.958668,-100822.958668,-101744.244653,0.31683,0.31682,0.34279,0.23008,0.34279,0.23008
N1.HOG0023778,-111709.071836,-116239.822334,-113617.889405,-114996.755434,-116307.108354,0.08804,0.50001,0.14143,0.05329,0.1347,0.98637
N1.HOG0023779,-67955.16336,-58664.197426,-58761.795602,-58881.587678,-59486.095625,2.00019,0.13702,0.14853,0.093,0.12888,0.08749
N1.HOG0023781,-37364.909471,-37364.909471,-37358.371592,-37358.371592,-37673.351946,0.2901,0.2901,0.30293,0.24263,0.30293,0.24263
N1.HOG0023782,-18985.806004,-18985.806004,-18984.303166,-18984.303166,-19261.932502,0.1766,0.1766,0.18157,0.1568,0.18157,0.15681
N1.HOG0023785,-13353.614947,-13353.614947,-13351.664138,-13351.664137,-13483.026308,0.24899,0.24899,0.26029,0.21197,0.26027,0.21195
N1.HOG0023786,-36022.070563,-36022.070563,-36021.0384,-36021.0384,-36279.522002,0.27903,0.27903,0.28471,0.2602,0.28472,0.2602
N1.HOG0023789,-19433.769012,-19433.769012,-19433.768797,-19433.768797,-19488.571999,0.43723,0.43723,0.43739,0.43662,0.43739,0.43662
N1.HOG0023790,-14489.135724,-14489.135724,-14489.055717,-14489.055717,-14640.083863,0.24059,0.24059,0.24303,0.23388,0.24303,0.23389
N1.HOG0023793,-8746.090473,-8746.090473,-8730.368747,-8730.368747,-8916.131059,0.24567,0.24568,0.29222,0.15444,0.29221,0.15443
N1.HOG0023794,-78864.489335,-78864.489373,-78716.229696,-78716.230365,-80363.040094,0.11502,0.11501,0.12732,0.03758,0.12723,0.03751
N1.HOG0023798,-24683.738623,-24683.738623,-24675.895114,-24675.895114,-24937.728908,0.27158,0.27158,0.28782,0.21413,0.28782,0.21413
N1.HOG0023799,-15598.580184,-15598.580184,-15595.715317,-15595.715316,-15762.557043,0.21603,0.21602,0.2254,0.17624,0.22539,0.17624
N1.HOG0023804,-77207.077687,-77207.077687,-77097.130524,-77097.130524,-77967.87927,0.32218,0.32217,0.36751,0.19517,0.36752,0.19517
N1.HOG0023806,-50127.489894,-50127.489894,-50127.436936,-50127.436936,-50480.672037,0.25266,0.25266,0.25181,0.25632,0.25181,0.25632
N1.HOG0023808,-79302.775541,-79053.607947,-81809.744488,-80253.243651,-80782.291233,0.21318,0.24377,0.93694,0.16913,0.19028,0.54732
N1.HOG0023809,-53668.77489,-53668.77489,-53599.238492,-53599.238492,-54405.733138,0.15157,0.15157,0.16378,0.06781,0.16378,0.06781
N1.HOG0023814,-40034.977301,-40034.977301,-40034.055205,-40034.055205,-40269.486907,0.30599,0.30599,0.31095,0.28656,0.31095,0.28656
N1.HOG0023816,-30966.181429,-30966.18154,-30936.657675,-30936.657653,-31767.954572,0.14823,0.14826,0.16709,0.09863,0.16711,0.09855
N1.HOG0023820,-85355.175639,-85355.175639,-85339.005237,-85339.005237,-85684.446031,0.42669,0.4267,0.44945,0.35293,0.44946,0.35292
N1.HOG0023822,-58376.790871,-52873.581687,-55377.080532,-53438.529509,-53306.659967,2.00001,0.22765,0.89702,0.09818,0.18061,0.12436
N1.HOG0023825,-32334.641913,-32318.107406,-32552.296024,-33742.83503,-33406.963082,0.07302,0.06657,0.08293,0.04226,0.06204,0.54851
N1.HOG0023827,-41510.047292,-41510.047294,-41495.823457,-41495.823456,-42025.828214,0.28757,0.28758,0.30989,0.23635,0.30989,0.23633
N1.HOG0023829,-51807.874032,-46028.770054,-43404.305906,-43812.299039,-44536.103597,2,0.5,0.11809,0.0497,0.06189,0.02483
N1.HOG0023833,-37133.76275,-37133.76275,-37120.085329,-37120.08533,-37301.072175,0.41958,0.41957,0.44727,0.31741,0.44727,0.31741
N1.HOG0023834,-51305.693455,-51305.693455,-51305.660841,-51305.660841,-51524.874558,0.38436,0.38436,0.38263,0.38786,0.38264,0.38786
N1.HOG0023835,-17462.553302,-17462.553302,-17458.943247,-17458.943247,-17600.94586,0.22916,0.22915,0.23778,0.17885,0.23778,0.17885
N1.HOG0023836,-23782.849783,-23782.84979,-23760.754748,-23760.75474,-24621.141386,0.10247,0.10246,0.11556,0.06793,0.11555,0.06794
N1.HOG0023838,-34470.419972,-34470.419976,-34465.476948,-34465.476949,-35095.281117,0.16101,0.161,0.16812,0.13715,0.16811,0.13715
N1.HOG0023843,-90623.717435,-90623.717435,-90585.183635,-90585.183626,-91850.901544,0.23565,0.23566,0.25339,0.18274,0.2534,0.18274
N1.HOG0023846,-13954.076639,-13954.076639,-13947.584546,-13947.584545,-14183.062204,0.15593,0.15593,0.16652,0.10773,0.16651,0.10773
N1.HOG0023856,-64679.706179,-64924.51165,-67570.600443,-64628.137307,-65718.39533,0.17531,0.18708,0.23322,0.12747,0.16555,0.09176
N1.HOG0023862,-27430.541152,-27430.590539,-27424.548145,-27423.315015,-27998.115837,0.20441,0.20553,0.22243,0.17343,0.21994,0.17344
N1.HOG0023863,-24996.416921,-24996.41692,-24991.528212,-24991.528213,-25196.88649,0.2058,0.2058,0.21248,0.15722,0.21248,0.15723
N1.HOG0023864,-15659.972439,-15659.972439,-15654.686526,-15654.686525,-15941.785743,0.13192,0.13192,0.14017,0.09557,0.14016,0.09558
N1.HOG0023865,-9298.630416,-9298.630416,-9296.237488,-9296.237488,-9447.645647,0.23071,0.23071,0.24787,0.19337,0.24787,0.19337
N1.HOG0023872,-8210.262435,-8210.262435,-8209.744447,-8209.744448,-8435.776844,0.17221,0.17221,0.18681,0.16266,0.18681,0.16265
N1.HOG0023874,-27187.418391,-27187.418391,-27180.644887,-27180.644887,-27430.028057,0.3482,0.3482,0.3746,0.296,0.3746,0.29601
N1.HOG0023886,-17047.032913,-17047.032913,-17045.97959,-17045.97959,-17053.340035,0.33641,0.33641,0.3323,0.44161,0.3323,0.44161
N1.HOG0023887,-21646.535509,-21632.858044,-21633.676008,-21633.344645,-22044.707266,0.23065,0.26078,0.26689,0.25436,0.27512,0.25895
N1.HOG0023888,-78388.504413,-78388.504413,-78341.76647,-78341.76647,-79199.97483,0.26352,0.26351,0.28591,0.1879,0.28591,0.1879
N1.HOG0023889,-23378.220002,-23378.220002,-23377.318509,-23377.318509,-23454.652229,0.29133,0.29133,0.29777,0.25851,0.29777,0.25851
N1.HOG0023891,-65954.100342,-65961.567946,-65893.345924,-65837.498962,-68878.731374,0.17789,0.17617,0.20883,0.10187,0.19847,0.0929
N1.HOG0023892,-19311.276303,-19311.276303,-19305.908032,-19305.908032,-19570.354965,0.1851,0.18509,0.19405,0.14266,0.19404,0.14267
N1.HOG0023900,-19630.03022,-16947.177564,-17461.058477,-18333.788675,-17389.117736,2,0.00308,1e-04,2.10869,0.42562,0.41381
N1.HOG0023902,-36794.832972,-36794.832972,-36788.498329,-36788.498325,-37360.268293,0.19271,0.19272,0.20673,0.16353,0.20673,0.16352
N1.HOG0023907,-25156.171731,-25156.171731,-25139.959584,-25139.959584,-25960.090648,0.09968,0.09968,0.10969,0.06962,0.10969,0.06962
N1.HOG0023909,-21322.133828,-21322.133828,-21317.97898,-21317.97898,-21821.712219,0.18402,0.18402,0.19593,0.15996,0.19594,0.15996
N1.HOG0023910,-9416.407342,-9416.407342,-9412.401877,-9412.401877,-9607.796712,0.20563,0.20563,0.22689,0.16638,0.2269,0.16638
N1.HOG0023911,-29235.218882,-29235.218882,-29226.686392,-29226.686392,-29568.627575,0.23063,0.23063,0.24292,0.18104,0.24291,0.18103
N1.HOG0023914,-57175.429221,-57175.429221,-57165.586929,-57165.586929,-57403.051401,0.34256,0.34256,0.35455,0.26965,0.35455,0.26966
N1.HOG0023916,-41390.633903,-41390.633588,-41359.348812,-41359.348081,-41714.397781,0.22215,0.22199,0.23616,0.12377,0.23627,0.12362
N1.HOG0023917,-6346.713883,-6346.713883,-6344.332043,-6344.332043,-6457.931916,0.25281,0.25281,0.27903,0.21315,0.27903,0.21315
N1.HOG0023918,-8728.27106,-8728.27106,-8726.367102,-8726.367102,-8817.278406,0.21912,0.21912,0.22896,0.1757,0.22896,0.1757
N1.HOG0023919,-37601.063633,-37601.063633,-37597.069886,-37597.069886,-37861.662616,0.42024,0.42024,0.4489,0.385,0.44889,0.385
N1.HOG0023920,-5148.476781,-5148.476781,-5147.845233,-5147.845233,-5339.396027,0.11151,0.11151,0.11985,0.10028,0.11985,0.10028
N1.HOG0023921,-11627.276099,-11627.276098,-11622.922687,-11622.922689,-11898.709084,0.15214,0.15215,0.16518,0.12065,0.16517,0.12066
N1.HOG0023924,-23474.021629,-23474.021629,-23473.651116,-23473.651116,-23670.141574,0.39437,0.39437,0.40538,0.38255,0.40538,0.38254
N1.HOG0023946,-41137.356856,-41137.356856,-41122.492679,-41122.492681,-41639.515309,0.18234,0.18234,0.19261,0.13295,0.1926,0.13295
N1.HOG0023947,-14354.74959,-14354.773816,-14332.488891,-14332.519811,-14748.971433,0.08703,0.0869,0.09925,0.03794,0.09903,0.03825
N1.HOG0023953,-20089.458103,-20089.458103,-20079.689644,-20079.689644,-20216.387554,0.33286,0.33286,0.35763,0.23862,0.35763,0.23862
N1.HOG0023954,-34898.570488,-34922.525341,-35568.270551,-35548.509983,-35763.135707,0.10886,0.12796,0.22974,0.10032,0.09426,0.07833
N1.HOG0023955,-8338.154138,-8336.917196,-8334.246896,-8334.231831,-8497.051473,0.18827,0.19094,0.21012,0.15782,0.20317,0.16218
N1.HOG0023956,-13116.188099,-13116.188099,-13102.66125,-13102.66125,-13280.767622,0.24588,0.24588,0.27216,0.15397,0.27216,0.15397
N1.HOG0023962,-21671.115158,-21699.36417,-21680.226926,-21657.350877,-25313.477837,0.05665,0.06061,0.06198,0.03317,0.06451,0.0366
N1.HOG0023963,-34196.746804,-34196.746804,-34133.235748,-34133.235748,-34701.838131,0.27922,0.27922,0.32535,0.16543,0.32535,0.16542
N1.HOG0023965,-68911.671176,-68927.726742,-69231.207707,-68883.393645,-70219.384136,0.15388,0.15253,0.15536,0.06375,0.15646,0.0673
N1.HOG0023966,-7506.86605,-7506.86605,-7503.484536,-7503.484535,-7705.56553,0.18623,0.18624,0.2082,0.15246,0.2082,0.15246
N1.HOG0023972,-16488.898872,-16488.898883,-16476.575617,-16476.575621,-16892.252408,0.14618,0.14616,0.17511,0.10535,0.17504,0.1054
N1.HOG0023974,-22560.031888,-22560.031777,-22558.188311,-22558.189321,-23243.173132,0.1668,0.16674,0.17571,0.15394,0.1758,0.15399
N1.HOG0023976,-21386.952605,-21386.952604,-21341.053271,-21341.053271,-21601.55216,0.22302,0.22301,0.24315,0.07331,0.24314,0.07331
N1.HOG0023977,-70168.562436,-70168.562439,-70156.373312,-70156.373307,-70666.335623,0.27961,0.27963,0.29336,0.23078,0.29335,0.2308
N1.HOG0023978,-39699.974741,-40147.749287,-40010.487915,-39697.523409,-40616.026164,0.05077,0.04278,0.06046,0.03672,0.05261,0.03649
N1.HOG0023983,-48912.794535,-48683.38327,-48601.912249,-48606.488756,-53784.685333,0.139,0.1397,0.13754,0.09879,0.11431,0.09744
N1.HOG0023984,-42383.912634,-42383.912635,-42382.747636,-42382.747636,-43256.347907,0.12223,0.12223,0.12454,0.11344,0.12454,0.11344
N1.HOG0023987,-8212.06394,-8210.266105,-8210.271093,-8210.920191,-8384.919717,0.12161,0.1241,0.1255,0.12165,0.12174,0.11949
N1.HOG0023988,-5961.100895,-5961.100901,-6150.806742,-5958.677002,-6087.698716,0.08267,0.08268,0.10759,1e-04,0.08798,0.05577
N1.HOG0023990,-42256.433577,-42248.56312,-43292.196347,-42266.130947,-43387.922574,0.12355,0.12533,0.16728,0.15934,0.13811,0.10644
N1.HOG0023992,-45459.056038,-45459.056038,-45383.046014,-45383.046014,-46070.23989,0.23531,0.23531,0.26524,0.12371,0.26524,0.12372
N1.HOG0023995,-27085.569674,-27085.530512,-27080.936985,-27080.317439,-27828.016908,0.13529,0.1352,0.14422,0.10923,0.14426,0.11581
N1.HOG0023998,-28837.530721,-28837.530721,-28837.222937,-28837.222937,-29323.063773,0.22097,0.22097,0.22498,0.21444,0.22498,0.21444
N1.HOG0024003,-14224.875171,-14224.87517,-14224.378976,-14224.378974,-14474.932757,0.16871,0.16871,0.17513,0.15818,0.17515,0.15819
N1.HOG0024009,-36148.312184,-36148.312184,-36148.204216,-36148.204216,-36424.482271,0.19595,0.19595,0.19683,0.19034,0.19683,0.19034
N1.HOG0024010,-48666.227228,-48666.227228,-48656.22186,-48656.22186,-49241.231982,0.29997,0.29997,0.32031,0.26193,0.32031,0.26193
N1.HOG0024024,-27877.928889,-27877.928929,-27870.415349,-27870.415407,-28610.334662,0.17093,0.17093,0.18525,0.14603,0.18521,0.14599
N1.HOG0024027,-46708.255244,-46708.2973,-46662.748945,-46662.733214,-47422.895641,0.15254,0.1519,0.16535,0.08371,0.16598,0.08426
N1.HOG0024029,-40579.388034,-40579.388034,-40542.230121,-40542.230121,-41235.427101,0.15997,0.15997,0.17368,0.09368,0.17368,0.09368
N1.HOG0024036,-36063.953119,-36063.953119,-36055.292468,-36055.292468,-36563.066883,0.23951,0.23951,0.25977,0.20365,0.25977,0.20365
N1.HOG0024051,-29836.313043,-29436.863375,-32424.192066,-29611.18562,-32171.617686,0.02449,0.01243,1.42122,1e-04,0.02556,0.06063
N1.HOG0024068,-32260.255507,-32260.255508,-32258.215866,-32258.215867,-32628.808339,0.20386,0.20385,0.209,0.18145,0.209,0.18145
N1.HOG0024071,-49170.101457,-40761.536305,-42225.252439,-44728.89304,-42384.337015,2.00004,0.05736,0.06178,1.41585,0.40183,0.54181
N1.HOG0024073,-27708.908265,-27708.908265,-27708.722551,-27708.722551,-28457.618868,0.09269,0.09269,0.09367,0.08948,0.09367,0.08948
N1.HOG0024078,-47131.10614,-47131.106095,-47126.888008,-47126.88852,-47587.182744,0.20958,0.20961,0.21555,0.18065,0.21558,0.18033
N1.HOG0024079,-31796.257025,-31796.257025,-31789.784437,-31789.784437,-32281.750651,0.2376,0.2376,0.25052,0.2035,0.25052,0.2035
N1.HOG0024080,-11411.900137,-11411.900137,-11410.686764,-11410.686764,-11840.983852,0.07945,0.07945,0.07464,0.08893,0.07464,0.08893
N1.HOG0024083,-41811.444471,-41815.79647,-43011.602968,-41930.984728,-42763.106438,0.15988,0.14965,0.24785,0.23712,0.17897,0.14124
N1.HOG0024086,-61177.03088,-61177.03088,-61156.136317,-61156.136314,-62234.606488,0.18052,0.18051,0.19255,0.14065,0.19256,0.14064
N1.HOG0024090,-35595.111871,-35595.111869,-35484.950941,-35484.950942,-36501.909161,0.12464,0.12464,0.14645,0.04079,0.14644,0.0408
N1.HOG0024092,-15250.180902,-15250.187105,-15249.722767,-15249.72341,-15450.177998,0.22283,0.22263,0.21776,0.23609,0.21792,0.23562
N1.HOG0024094,-53146.882195,-53146.882195,-53121.623812,-53121.623812,-53331.510905,0.36581,0.36581,0.38423,0.22878,0.38423,0.22877
N1.HOG0024095,-16708.435491,-16708.435491,-16702.022753,-16702.022753,-16819.691605,0.2816,0.28161,0.29558,0.20013,0.29558,0.20013
N1.HOG0024099,-9092.828293,-8873.824735,-9149.062562,-8901.565276,-9207.011049,0.15211,0.11285,0.15368,0.13677,0.12756,0.09713
N1.HOG0024104,-20329.686252,-20329.686252,-20315.704064,-20315.704063,-21057.446984,0.07169,0.07168,0.07975,0.04651,0.07975,0.04652
N1.HOG0024105,-5290.252176,-5290.252176,-5287.925069,-5287.925073,-5386.578927,0.11648,0.11648,0.10669,0.15137,0.1067,0.15138
N1.HOG0024116,-43021.558413,-43681.924028,-44249.615,-42981.642389,-43703.964859,0.26626,0.5,0.33128,0.24185,0.24974,0.20161
N1.HOG0024117,-37105.220578,-37105.220578,-37103.990304,-37103.990304,-37711.823276,0.23488,0.23488,0.24111,0.22235,0.24111,0.22235
N1.HOG0024123,-52669.003406,-52669.003406,-52663.448663,-52663.448663,-53230.369878,0.27319,0.27319,0.28446,0.24238,0.28445,0.24238
N1.HOG0024124,-33756.854107,-33756.85411,-33726.831138,-33726.830958,-34303.510684,0.2237,0.22371,0.24657,0.15405,0.24664,0.15403
N1.HOG0024131,-13517.113136,-13511.95189,-16107.932897,-13508.345294,-14155.153489,0.03527,0.03612,2.00032,0.94353,0.04108,0.02773
N1.HOG0024132,-58469.451053,-58469.450588,-58458.099985,-58458.099987,-58952.603846,0.2412,0.2412,0.2508,0.19229,0.25081,0.19229
N1.HOG0024138,-42598.474696,-42598.474696,-42586.958753,-42586.958753,-42878.242831,0.38606,0.38606,0.41438,0.32049,0.41439,0.32049
N1.HOG0024140,-25609.470539,-25609.470539,-25587.023183,-25587.023183,-25880.184329,0.30251,0.30251,0.34319,0.21093,0.34319,0.21093
N1.HOG0024141,-9951.345869,-9951.345869,-9949.020341,-9949.020341,-10036.897467,0.23388,0.23388,0.24453,0.18246,0.24453,0.18246
N1.HOG0024144,-44488.302104,-44488.302104,-44467.413946,-44467.413947,-45343.796926,0.13434,0.13434,0.14413,0.09429,0.14413,0.09428
N1.HOG0024145,-21788.453738,-21788.453739,-21780.23473,-21780.23473,-21999.287803,0.34993,0.34992,0.38926,0.28752,0.38925,0.28752
N1.HOG0024146,-28765.534613,-28765.534805,-28761.383718,-28761.383906,-29048.452379,0.26453,0.26457,0.2759,0.22611,0.27591,0.22609
N1.HOG0024149,-9212.091064,-9247.386679,-9313.319069,-9242.4882,-9445.788158,0.069,0.05587,0.08792,0.08743,0.06436,0.03402
N1.HOG0024160,-29402.45139,-27851.980387,-27901.756205,-28169.8125,-28283.651614,2,0.37927,0.44116,0.27673,0.29905,0.3266
N1.HOG0024176,-11739.37436,-11739.37436,-11738.910504,-11738.910504,-11942.039072,0.24653,0.24653,0.25651,0.23406,0.2565,0.23406
N1.HOG0024179,-24266.808651,-24266.808651,-24258.051918,-24258.051918,-24339.367917,0.38073,0.38073,0.33802,0.46175,0.33802,0.46176
N1.HOG0024182,-24722.63761,-23798.627786,-26416.776874,-24041.934946,-24341.809366,0.19844,0.14671,0.92081,2.29863,0.09527,0.35844
N1.HOG0024183,-19819.220751,-19819.220751,-19819.198869,-19819.198869,-19980.695417,0.33037,0.33037,0.33203,0.32703,0.33203,0.32703
N1.HOG0024189,-19640.221719,-19640.221698,-19639.496783,-19639.496778,-19769.983202,0.38205,0.38201,0.3659,0.40071,0.36586,0.40067
N1.HOG0024193,-6321.455029,-6321.455029,-6318.583281,-6318.583281,-6466.546442,0.20749,0.20749,0.23449,0.16798,0.23449,0.16798
N1.HOG0024195,-14717.439812,-14717.439749,-14710.607279,-14710.607251,-14984.557829,0.24909,0.24899,0.27519,0.20036,0.27516,0.20034
N1.HOG0024198,-19073.769413,-19073.769411,-19073.361783,-19073.361783,-19131.427515,0.5272,0.52721,0.53737,0.50186,0.53735,0.50186
N1.HOG0024201,-128324.199093,-129574.745068,-127692.252931,-127769.680759,-129464.066543,0.27753,0.5,0.27284,0.10142,0.25508,0.1332
N1.HOG0024203,-41733.030953,-41733.030958,-41732.783159,-41732.783164,-42096.689287,0.29617,0.2962,0.29945,0.2885,0.29944,0.28848
N1.HOG0024205,-58515.378367,-58515.378367,-58455.192562,-58455.192562,-59220.996866,0.23159,0.23159,0.25672,0.13952,0.25672,0.13952
N1.HOG0024207,-63448.69648,-63448.69648,-63444.675618,-63444.675618,-63751.197057,0.30779,0.30779,0.3149,0.27006,0.3149,0.27006
N1.HOG0024208,-41150.66706,-41150.667059,-41142.762936,-41142.762936,-41505.882425,0.30802,0.30801,0.32348,0.26018,0.32348,0.26018
N1.HOG0024209,-41914.880722,-41914.880727,-41910.556399,-41910.556407,-42048.75238,0.51337,0.51326,0.53709,0.45785,0.53711,0.45802
N1.HOG0024210,-30689.228118,-30689.228144,-30688.649189,-30688.649189,-31450.504389,0.09719,0.09718,0.09886,0.09134,0.09886,0.09133
N1.HOG0024215,-16908.030994,-16908.030994,-16880.629635,-16880.629635,-17267.15422,0.15781,0.15781,0.1802,0.08482,0.18021,0.08482
N1.HOG0024218,-15085.393462,-12405.683959,-12501.103016,-12925.079019,-14080.076778,2.00001,0.02782,0.04919,0.04483,0.02966,0.45008
N1.HOG0024219,-35528.359235,-35528.359235,-35526.080802,-35526.080801,-35832.345726,0.34592,0.34591,0.35765,0.31894,0.35765,0.31896
N1.HOG0024220,-45308.550818,-45308.550818,-45297.894291,-45297.894291,-45682.527713,0.28648,0.28648,0.29985,0.23178,0.29985,0.23178
