OG,Background,Foreground,WE,TAG
N1.HOG0015720,0.17694,0.08089,0.05763,0.0828
N1.HOG0015721,0.24576,0.09169,0.09169,0.09169
N1.HOG0015723,0.29194,0.20049,0.26709,0.14963
N1.HOG0015726,0.11982,0.06093,0.06093,0.06093
N1.HOG0015741,0.18093,0.07161,0.07161,0.07161
N1.HOG0015768,0.28982,0.23024,0.23024,0.23024
N1.HOG0015773,0.35697,0.27481,0.32608,0.15661
N1.HOG0015776,0.23452,0.17582,0.17582,0.17582
N1.HOG0015777,0.30913,0.20544,0.20544,0.20544
N1.HOG0015784,0.23368,0.13382,0.13382,0.13382
N1.HOG0015796,0.16555,0.09486,0.05627,0.16383
N1.HOG0015814,0.26456,0.22044,0.22044,0.22044
N1.HOG0015815,0.30455,0.18784,0.16703,0.33677
N1.HOG0015820,0.10112,0.16783,0.16783,0.16783
N1.HOG0015842,0.26352,0.18775,0.18775,0.18775
N1.HOG0015869,0.17862,0.07787,0.07787,0.07787
N1.HOG0015871,0.19451,0.11649,0.0979,0.11596
N1.HOG0015880,0.27001,0.19207,0.19207,0.19207
N1.HOG0015890,0.2783,0.16368,0.16368,0.16368
N1.HOG0015891,0.31202,0.18446,0.18446,0.18446
N1.HOG0015893,0.37416,0.25988,0.20201,0.36451
N1.HOG0015895,0.35595,0.27364,0.27364,0.27364
N1.HOG0015901,0.10031,0.08172,0.08172,0.08172
N1.HOG0015909,0.1833,0.10456,0.10456,0.10456
N1.HOG0015911,0.20201,0.11097,0.02834,0.14225
N1.HOG0015918,0.18994,0.12588,0.10328,0.16847
N1.HOG0015919,0.14414,0.09383,0.09383,0.09383
N1.HOG0015920,0.17938,0.2557,0.2557,0.2557
N1.HOG0015923,0.33211,0.18994,0.18994,0.18994
N1.HOG0015929,0.45345,0.39074,0.39074,0.39074
N1.HOG0015937,0.1114,0.06832,0.05309,0.09803
N1.HOG0015951,0.12628,0.09251,0.09251,0.09251
N1.HOG0015955,0.12845,0.06788,0.06788,0.06788
N1.HOG0015960,0.11287,0.04726,0.04729,0.03386
N1.HOG0015967,0.2227,0.05533,0.05533,0.05533
N1.HOG0015974,0.17183,0.10518,0.09071,0.1595
N1.HOG0015979,0.23537,0.1274,0.1274,0.1274
N1.HOG0015983,0.11736,0.04454,0.04454,0.04454
N1.HOG0015984,0.24711,0.18419,0.18419,0.18419
N1.HOG0015986,0.26785,0.19778,0.21836,0.13989
N1.HOG0015991,0.26955,0.15824,0.15824,0.15824
N1.HOG0015999,0.13163,0.07547,0.0418,0.11461
N1.HOG0016004,0.32604,0.26509,0.26509,0.26509
N1.HOG0016008,0.29122,0.16937,0.15628,0.20289
N1.HOG0016012,0.10266,0.05881,0.05881,0.05881
N1.HOG0016013,0.20192,0.15829,0.15829,0.15829
N1.HOG0016014,0.34281,0.26049,0.26049,0.26049
N1.HOG0016016,0.28515,0.20722,0.18308,0.22226
N1.HOG0016020,0.27743,0.17101,0.17101,0.17101
N1.HOG0016030,0.32023,0.22284,0.22284,0.22284
N1.HOG0016034,0.2654,0.19696,0.15112,0.22534
N1.HOG0016039,0.22126,0.12474,0.10018,0.12024
N1.HOG0016044,0.22376,0.13573,0.13573,0.13573
N1.HOG0016055,0.27834,0.19637,0.15137,0.26537
N1.HOG0016073,0.28815,0.18908,0.1949,0.15877
N1.HOG0016074,0.42387,0.29978,0.29978,0.29978
N1.HOG0016083,0.29036,0.22042,0.22042,0.22042
N1.HOG0016115,0.16548,0.11224,0.11224,0.11224
N1.HOG0016141,0.26097,0.18288,0.18288,0.18288
N1.HOG0016145,0.39439,0.15947,0.15947,0.15947
N1.HOG0016149,0.07692,0.03773,0.03773,0.03773
N1.HOG0016159,0.28632,0.1823,0.19819,0.11854
N1.HOG0016176,0.10161,0.05213,0.05213,0.05213
N1.HOG0016178,0.23579,0.17992,0.17992,0.17992
N1.HOG0016180,0.25473,0.21165,0.21165,0.21165
N1.HOG0016183,0.19845,0.14245,0.14245,0.14245
N1.HOG0016193,0.31839,0.23858,0.23858,0.23858
N1.HOG0016198,0.13832,0.09765,0.07388,0.09456
N1.HOG0016222,0.32341,0.26429,0.26429,0.26429
N1.HOG0016234,0.28178,0.22492,0.22492,0.22492
N1.HOG0016241,0.219,0.15891,0.15891,0.15891
N1.HOG0016245,0.13992,0.08354,0.07325,0.08772
N1.HOG0016247,0.24208,0.19985,0.19985,0.19985
N1.HOG0016249,0.12184,0.08356,0.07392,0.14722
N1.HOG0016259,0.12612,0.07889,0.07889,0.07889
N1.HOG0016262,0.25159,0.16315,0.16315,0.16315
N1.HOG0016263,0.36223,0.24671,0.24671,0.24671
N1.HOG0016264,0.17756,0.10213,0.10213,0.10213
N1.HOG0016265,0.19144,0.14184,0.11871,0.15208
N1.HOG0016266,0.25532,0.19344,0.19344,0.19344
N1.HOG0016267,0.17206,0.1226,0.09789,0.17917
N1.HOG0016269,0.18082,0.10769,0.09257,0.10687
N1.HOG0016271,0.30242,0.19157,0.19157,0.19157
N1.HOG0016275,0.23018,0.16753,0.16753,0.16753
N1.HOG0016286,0.22497,0.15893,0.17413,0.11528
N1.HOG0016288,0.31516,0.21263,0.1777,0.23812
N1.HOG0016291,0.31297,0.26747,0.26747,0.26747
N1.HOG0016305,0.14199,0.10955,0.10955,0.10955
N1.HOG0016313,0.32608,0.27432,0.27432,0.27432
N1.HOG0016314,0.28711,0.16672,0.16672,0.16672
N1.HOG0016317,0.19892,0.12987,0.12987,0.12987
N1.HOG0016318,0.20253,0.13312,0.10354,0.20121
N1.HOG0016319,0.20373,0.16656,0.1379,0.18741
N1.HOG0016325,0.18546,0.14474,0.14474,0.14474
N1.HOG0016328,0.30203,0.14938,0.14938,0.14938
N1.HOG0016329,0.24951,0.21247,0.21247,0.21247
N1.HOG0016333,0.39255,0.29261,0.29261,0.29261
N1.HOG0016346,0.21469,0.13414,0.13414,0.13414
N1.HOG0016367,0.42617,0.28497,0.28497,0.28497
N1.HOG0016379,0.11109,0.08493,0.07269,0.10645
N1.HOG0016383,0.12063,0.07125,0.07125,0.07125
N1.HOG0016384,0.21647,0.11057,0.11057,0.11057
N1.HOG0016393,0.26967,0.19376,0.12022,0.26001
N1.HOG0016398,0.28727,0.19717,0.19717,0.19717
N1.HOG0016399,0.20925,0.10903,0.10903,0.10903
N1.HOG0016414,0.12375,0.05907,0.04681,0.07431
N1.HOG0016416,0.17393,0.09061,0.09061,0.09061
N1.HOG0016418,0.18949,0.11732,0.11635,0.08979
N1.HOG0016425,0.18491,0.12376,0.12376,0.12376
N1.HOG0016427,0.08148,0.04423,0.04423,0.04423
N1.HOG0016432,0.31008,0.19711,0.21887,0.13382
N1.HOG0016452,0.35259,0.24966,0.24966,0.24966
N1.HOG0016454,0.24807,0.19504,0.19504,0.19504
N1.HOG0016458,0.2454,0.20141,0.20141,0.20141
N1.HOG0016467,0.30403,0.23182,0.23182,0.23182
N1.HOG0016476,0.33429,0.24966,0.24966,0.24966
N1.HOG0016479,0.5124,0.41412,0.41412,0.41412
N1.HOG0016481,0.33859,0.16959,0.13536,0.14258
N1.HOG0016482,0.25557,0.19812,0.17124,0.19942
N1.HOG0016484,0.33595,0.23116,0.23116,0.23116
N1.HOG0016495,0.30794,0.22949,0.18666,0.31506
N1.HOG0016496,0.36273,0.31009,0.32613,0.20304
N1.HOG0016497,0.13647,0.07498,0.07498,0.07498
N1.HOG0016534,0.28066,0.21737,0.21737,0.21737
N1.HOG0016550,0.14049,0.08087,0.08087,0.08087
N1.HOG0016566,0.43613,0.24695,0.24695,0.24695
N1.HOG0016567,0.40655,0.3205,0.3205,0.3205
N1.HOG0016586,0.39526,0.24886,0.2592,0.18908
N1.HOG0016592,0.30582,0.2296,0.2296,0.2296
N1.HOG0016593,0.43194,0.33151,0.35056,0.15128
N1.HOG0016595,0.38572,0.28845,0.28845,0.28845
N1.HOG0016618,0.07735,0.16041,0.20842,0.06807
N1.HOG0016627,0.1685,0.08833,0.08833,0.08833
N1.HOG0016628,0.1443,0.10201,0.10201,0.10201
N1.HOG0016633,0.17443,0.10152,0.08273,0.12956
N1.HOG0016671,0.32404,0.17342,0.17342,0.17342
N1.HOG0016674,0.29192,0.23871,0.23871,0.23871
N1.HOG0016691,0.11086,0.06266,0.06266,0.06266
N1.HOG0016713,0.0926,0.04628,0.04628,0.04628
N1.HOG0016722,0.25718,0.16462,0.16462,0.16462
N1.HOG0016723,0.23699,0.3393,0.3393,0.3393
N1.HOG0016726,0.26753,0.1445,0.1445,0.1445
N1.HOG0016727,0.1614,0.13496,0.12296,0.16504
N1.HOG0016735,0.29838,0.23654,0.23654,0.23654
N1.HOG0016776,0.29673,0.23638,0.23638,0.23638
N1.HOG0016781,0.07742,0.02182,0.02182,0.02182
N1.HOG0016798,0.40303,0.31102,0.31102,0.31102
N1.HOG0016799,0.10668,0.06316,0.06316,0.06316
N1.HOG0016801,0.16297,0.1207,0.1207,0.1207
N1.HOG0016812,0.41497,0.31963,0.35516,0.22623
N1.HOG0016819,0.15593,0.05451,0.05451,0.05451
N1.HOG0016821,0.28293,0.19371,0.19371,0.19371
N1.HOG0016823,0.22474,0.11594,0.11594,0.11594
N1.HOG0016829,0.32554,0.1526,0.16955,0.07288
N1.HOG0016831,0.3202,0.24036,0.24036,0.24036
N1.HOG0016832,0.3749,0.27296,0.27296,0.27296
N1.HOG0016845,0.34363,0.22638,0.2172,0.20106
N1.HOG0016846,0.23304,0.14589,0.1271,0.17006
N1.HOG0016847,0.28445,0.22944,0.22944,0.22944
N1.HOG0016855,0.23945,0.11995,0.11995,0.11995
N1.HOG0016858,0.14539,0.16775,0.16775,0.16775
N1.HOG0016866,0.22721,0.10029,0.10029,0.10029
N1.HOG0016867,0.24935,0.17331,0.17331,0.17331
N1.HOG0016877,0.17372,0.12546,0.12546,0.12546
N1.HOG0016901,0.06207,0.16277,0.16277,0.16277
N1.HOG0016904,0.31089,0.23843,0.23843,0.23843
N1.HOG0016906,0.20246,0.14743,0.14743,0.14743
N1.HOG0016911,0.12811,0.07398,0.04626,0.12119
N1.HOG0016912,0.15337,0.21663,0.14883,0.2775
N1.HOG0016916,0.27911,0.21382,0.21382,0.21382
N1.HOG0016923,0.24648,0.15515,0.12012,0.19964
N1.HOG0016927,0.08569,0.13466,0.13466,0.13466
N1.HOG0016930,0.21534,0.16525,0.16352,0.14219
N1.HOG0016946,0.1773,0.06136,0.06136,0.06136
N1.HOG0016947,0.14213,0.04282,0.05017,0.01159
N1.HOG0016951,0.17347,0.12879,0.12879,0.12879
N1.HOG0016954,0.35397,0.25449,0.25449,0.25449
N1.HOG0016974,0.41286,0.29363,0.29363,0.29363
N1.HOG0016997,0.26584,0.34908,0.3806,0.18857
N1.HOG0016999,0.45859,0.29619,0.29619,0.29619
N1.HOG0017015,0.39897,0.33749,0.33749,0.33749
N1.HOG0017016,0.42525,0.35086,0.35086,0.35086
N1.HOG0017032,0.10062,0.02422,0.02422,0.02422
N1.HOG0017054,0.27551,0.23831,0.25724,0.17469
N1.HOG0017061,0.20479,0.12992,0.12992,0.12992
N1.HOG0017066,0.23765,0.17374,0.15927,0.21474
N1.HOG0017068,0.29695,0.25682,0.25682,0.25682
N1.HOG0017074,0.15962,0.11691,0.11691,0.11691
N1.HOG0017084,0.16057,0.11984,0.11984,0.11984
N1.HOG0017089,0.34931,0.23937,0.19492,0.30819
N1.HOG0017094,0.13804,0.08026,0.08026,0.08026
N1.HOG0017102,0.28388,0.20296,0.20296,0.20296
N1.HOG0017103,0.19696,0.12405,0.12405,0.12405
N1.HOG0017145,0.22613,0.10138,0.10138,0.10138
N1.HOG0017148,0.15958,0.12853,0.10666,0.15374
N1.HOG0017168,0.38553,0.24568,0.21583,0.28265
N1.HOG0017179,0.39548,0.34891,0.34891,0.34891
N1.HOG0017181,0.08402,0.05431,0.05431,0.05431
N1.HOG0017198,0.11426,0.07186,0.07186,0.07186
N1.HOG0017201,0.13188,0.07822,0.07822,0.07822
N1.HOG0017202,0.19806,0.11417,0.11417,0.11417
N1.HOG0017215,0.38982,0.29,0.29,0.29
N1.HOG0017237,0.44894,0.25813,0.25813,0.25813
N1.HOG0017262,0.28529,0.1756,0.1756,0.1756
N1.HOG0017275,0.20612,0.13741,0.13741,0.13741
N1.HOG0017279,0.11689,0.08578,0.08578,0.08578
N1.HOG0017290,0.32757,0.22163,0.22163,0.22163
N1.HOG0017297,0.3132,0.11541,0.11541,0.11541
N1.HOG0017298,0.1855,0.08398,0.08398,0.08398
N1.HOG0017300,0.08142,0.05512,0.05512,0.05512
N1.HOG0017307,0.15514,0.12894,0.10978,0.18763
N1.HOG0017315,0.3163,0.12361,0.12361,0.12361
N1.HOG0017318,0.38012,0.30365,0.3221,0.24803
N1.HOG0017320,0.26134,0.21507,0.21507,0.21507
N1.HOG0017322,0.14696,0.07844,0.07844,0.07844
N1.HOG0017332,0.24438,0.07488,0.03947,0.08678
N1.HOG0017334,0.35384,0.22591,0.18539,0.29048
N1.HOG0017346,0.24712,0.12786,0.12786,0.12786
N1.HOG0017391,0.29933,0.1772,0.1772,0.1772
N1.HOG0017392,0.30495,0.2174,0.18795,0.27591
N1.HOG0017397,0.22219,0.12497,0.08927,0.18438
N1.HOG0017407,0.19097,0.14447,0.11728,0.18473
N1.HOG0017411,0.25554,0.16969,0.12752,0.20837
N1.HOG0017412,0.17567,0.13823,0.1302,0.09873
N1.HOG0017425,0.08636,0.02933,0.02933,0.02933
N1.HOG0017429,0.23425,0.36078,0.36078,0.36078
N1.HOG0017430,0.33441,0.27162,0.2994,0.18246
N1.HOG0017437,0.22317,0.16873,0.16873,0.16873
N1.HOG0017449,0.32159,0.19461,0.13276,0.27312
N1.HOG0017454,0.12163,0.06913,0.06913,0.06913
N1.HOG0017456,0.14578,0.07378,0.04038,0.17742
N1.HOG0017459,0.06348,0.01359,0.01359,0.01359
N1.HOG0017469,0.17985,0.08158,0.08158,0.08158
N1.HOG0017471,0.22118,0.10752,0.10752,0.10752
N1.HOG0017495,0.30645,0.25144,0.25144,0.25144
N1.HOG0017499,0.06588,0.03893,0.03893,0.03893
N1.HOG0017504,0.32337,0.23413,0.24152,0.17192
N1.HOG0017507,0.37498,0.20888,0.20888,0.20888
N1.HOG0017508,0.24422,0.09955,0.08657,0.11089
N1.HOG0017523,0.19107,0.07936,0.07936,0.07936
N1.HOG0017526,0.09439,0.06902,0.06902,0.06902
N1.HOG0017545,0.37826,0.28902,0.22756,0.34702
N1.HOG0017562,0.20687,0.11087,0.04253,0.22564
N1.HOG0017572,0.16369,0.10058,0.09161,0.11016
N1.HOG0017575,0.1123,0.07637,0.06309,0.08308
N1.HOG0017584,0.21913,0.13433,0.13433,0.13433
N1.HOG0017585,0.25012,0.14487,0.12763,0.18981
N1.HOG0017587,0.2155,0.14365,0.14365,0.14365
N1.HOG0017624,0.19625,0.15294,0.15294,0.15294
N1.HOG0017629,0.44116,0.30144,0.30144,0.30144
N1.HOG0017631,0.34055,0.19669,0.19669,0.19669
N1.HOG0017636,0.18843,0.12877,0.10124,0.17627
N1.HOG0017638,0.16677,0.08961,0.08961,0.08961
N1.HOG0017644,0.14087,0.03988,0.03988,0.03988
N1.HOG0017647,0.2534,0.19374,0.19374,0.19374
N1.HOG0017651,0.20906,0.25334,0.2226,0.33406
N1.HOG0017675,0.21376,0.09317,0.09317,0.09317
N1.HOG0017679,0.16059,0.09304,0.06024,0.14522
N1.HOG0017687,0.09397,0.1347,0.1575,0.07185
N1.HOG0017693,0.17341,0.09858,0.08207,0.11041
N1.HOG0017707,0.2428,0.20618,0.19023,0.20542
N1.HOG0017716,0.13537,0.06223,0.06223,0.06223
N1.HOG0017718,0.14835,0.10591,0.10591,0.10591
N1.HOG0017727,0.19546,0.17537,0.16471,0.19341
N1.HOG0017728,0.27315,0.2074,0.18548,0.177
N1.HOG0017740,0.12536,0.08033,0.08033,0.08033
N1.HOG0017742,0.29649,0.22963,0.22963,0.22963
N1.HOG0017765,0.17615,0.13395,0.10548,0.16367
N1.HOG0017766,0.34882,0.29294,0.29294,0.29294
N1.HOG0017782,0.54845,0.39832,0.39832,0.39832
N1.HOG0017791,0.35106,0.29087,0.29087,0.29087
N1.HOG0017816,0.10495,0.05222,0.05222,0.05222
N1.HOG0017818,0.24975,0.16064,0.14477,0.13519
N1.HOG0017819,0.27489,0.14109,0.14109,0.14109
N1.HOG0017820,0.19725,0.13691,0.13691,0.13691
N1.HOG0017832,0.19804,0.14314,0.14314,0.14314
N1.HOG0017836,0.2009,0.13373,0.13373,0.13373
N1.HOG0017852,0.3666,0.20872,0.15234,0.23325
N1.HOG0017855,0.40739,0.28318,0.28318,0.28318
N1.HOG0017935,0.28997,0.21214,0.21214,0.21214
N1.HOG0017937,0.22894,0.16263,0.16263,0.16263
N1.HOG0017953,0.07741,0.03435,0.03435,0.03435
N1.HOG0017958,0.18248,0.13147,0.11965,0.13417
N1.HOG0017959,0.18924,0.06473,0.06473,0.06473
N1.HOG0017960,0.24797,0.19307,0.19307,0.19307
N1.HOG0017985,0.32278,0.23818,0.23818,0.23818
N1.HOG0017994,0.27354,0.12659,0.11097,0.13326
N1.HOG0018001,0.34444,0.182,0.22368,0.10937
N1.HOG0018015,0.19147,0.12033,0.12033,0.12033
N1.HOG0018037,0.07274,0.05444,0.05444,0.05444
N1.HOG0018067,0.05296,0.01394,0.01394,0.01394
N1.HOG0018090,0.12353,0.06774,0.06774,0.06774
N1.HOG0018091,0.13488,0.09869,0.07304,0.12558
N1.HOG0018093,0.23638,0.09904,0.09904,0.09904
N1.HOG0018099,0.22328,0.16162,0.14175,0.19096
N1.HOG0018115,0.27411,0.18289,0.18289,0.18289
N1.HOG0018117,0.18857,0.12758,0.12758,0.12758
N1.HOG0018141,0.22189,0.17688,0.17688,0.17688
N1.HOG0018145,0.16881,0.0951,0.0951,0.0951
N1.HOG0018146,0.23403,0.18864,0.1617,0.20074
N1.HOG0018147,0.14835,0.12449,0.10431,0.14833
N1.HOG0018152,0.21,0.15138,0.15138,0.15138
N1.HOG0018158,0.24187,0.15687,0.15687,0.15687
N1.HOG0018164,0.21737,0.16643,0.16643,0.16643
N1.HOG0018165,0.1455,0.10141,0.10141,0.10141
N1.HOG0018166,0.129,0.08682,0.08682,0.08682
N1.HOG0018167,0.30586,0.22379,0.22379,0.22379
N1.HOG0018177,0.13053,0.07741,0.06783,0.10734
N1.HOG0018186,0.27995,0.19134,0.19134,0.19134
N1.HOG0018190,0.20015,0.12998,0.12998,0.12998
N1.HOG0018191,0.14376,0.10561,0.07796,0.16201
N1.HOG0018193,0.37621,0.4445,0.4445,0.4445
N1.HOG0018197,0.12495,0.09206,0.09206,0.09206
N1.HOG0018203,0.13659,0.08408,0.08408,0.08408
N1.HOG0018209,0.50286,0.3886,0.3886,0.3886
N1.HOG0018210,0.39146,0.32864,0.32864,0.32864
N1.HOG0018211,0.16995,0.09748,0.09748,0.09748
N1.HOG0018213,0.03593,0.01989,0.01989,0.01989
N1.HOG0018216,0.26969,0.13094,0.13094,0.13094
N1.HOG0018220,0.23503,0.1471,0.1471,0.1471
N1.HOG0018246,0.13743,0.11542,0.11542,0.11542
N1.HOG0018260,0.39395,0.24822,0.21007,0.31211
N1.HOG0018261,0.32762,0.23526,0.2089,0.24252
N1.HOG0018266,0.4111,0.22746,0.22746,0.22746
N1.HOG0018270,0.3277,0.27899,0.27899,0.27899
N1.HOG0018274,0.18269,0.11828,0.11828,0.11828
N1.HOG0018289,0.18343,0.09008,0.09008,0.09008
N1.HOG0018294,0.2687,0.21707,0.21707,0.21707
N1.HOG0018311,0.37161,0.3042,0.3042,0.3042
N1.HOG0018318,0.1095,0.05458,0.05458,0.05458
N1.HOG0018320,0.12411,0.087,0.087,0.087
N1.HOG0018331,0.18917,0.09627,0.09627,0.09627
N1.HOG0018334,0.10853,0.07116,0.06333,0.06997
N1.HOG0018336,0.3148,0.15227,0.15227,0.15227
N1.HOG0018351,0.23461,0.16599,0.14128,0.21442
N1.HOG0018352,0.23525,0.17641,0.17641,0.17641
N1.HOG0018359,0.25826,0.13012,0.11563,0.11667
N1.HOG0018360,0.10066,0.0418,0.0418,0.0418
N1.HOG0018361,0.21689,0.16097,0.16097,0.16097
N1.HOG0018366,0.2759,0.21875,0.21875,0.21875
N1.HOG0018367,0.30901,0.23605,0.23605,0.23605
N1.HOG0018375,0.21961,0.12596,0.12596,0.12596
N1.HOG0018383,0.3006,0.18327,0.18327,0.18327
N1.HOG0018389,0.24747,0.1712,0.1712,0.1712
N1.HOG0018391,0.13409,0.0851,0.09857,0.03912
N1.HOG0018394,0.10742,0.05499,0.0384,0.05164
N1.HOG0018396,0.28781,0.176,0.176,0.176
N1.HOG0018405,0.15926,0.09549,0.09549,0.09549
N1.HOG0018406,0.24025,0.14229,0.14229,0.14229
N1.HOG0018407,0.26719,0.19855,0.19855,0.19855
N1.HOG0018409,0.41572,0.26011,0.26011,0.26011
N1.HOG0018413,0.26005,0.06688,0.06688,0.06688
N1.HOG0018414,0.12588,0.06473,0.06473,0.06473
N1.HOG0018415,0.38053,0.45762,0.45762,0.45762
N1.HOG0018430,0.3194,0.60329,0.60329,0.60329
N1.HOG0018439,0.28432,0.21551,0.21551,0.21551
N1.HOG0018458,0.16973,0.09908,0.09908,0.09908
N1.HOG0018465,0.20292,0.1132,0.08187,0.13159
N1.HOG0018469,0.18869,0.13415,0.13415,0.13415
N1.HOG0018470,0.18715,0.09211,0.09211,0.09211
N1.HOG0018484,0.24689,0.19492,0.20621,0.12911
N1.HOG0018490,0.43107,0.24763,0.24763,0.24763
N1.HOG0018527,0.22466,0.16143,0.16143,0.16143
N1.HOG0018528,0.22828,0.15036,0.16378,0.08438
N1.HOG0018531,0.22829,0.20015,0.21131,0.16349
N1.HOG0018533,0.22248,0.13305,0.10591,0.18699
N1.HOG0018534,0.26868,0.14373,0.12607,0.2014
N1.HOG0018546,0.27606,0.11357,0.11357,0.11357
N1.HOG0018547,0.28153,0.15545,0.15545,0.15545
N1.HOG0018550,0.3302,0.1859,0.20119,0.04956
N1.HOG0018551,0.36832,0.25842,0.21232,0.34759
N1.HOG0018558,0.2835,0.21624,0.21624,0.21624
N1.HOG0018564,0.11761,0.06884,0.06884,0.06884
N1.HOG0018575,0.31732,0.23397,0.23397,0.23397
N1.HOG0018576,0.35316,0.2233,0.2233,0.2233
N1.HOG0018613,0.16747,0.12505,0.12505,0.12505
N1.HOG0018615,0.24049,0.16205,0.16205,0.16205
N1.HOG0018629,0.2244,0.10506,0.10506,0.10506
N1.HOG0018633,0.25326,0.1602,0.1602,0.1602
N1.HOG0018635,0.1738,0.12093,0.12093,0.12093
N1.HOG0018640,0.30369,0.15451,0.15292,0.15014
N1.HOG0018644,0.10865,0.06419,0.03922,0.12047
N1.HOG0018645,0.26034,0.14978,0.14978,0.14978
N1.HOG0018663,0.33936,0.20346,0.20346,0.20346
N1.HOG0018693,0.22436,0.15261,0.15261,0.15261
N1.HOG0018700,0.23312,0.08939,0.06972,0.11772
N1.HOG0018715,0.05682,0.0269,0.0269,0.0269
N1.HOG0018719,0.25637,0.19856,0.19856,0.19856
N1.HOG0018724,0.13982,0.10636,0.07008,0.16515
N1.HOG0018726,0.05522,0.02777,0.02777,0.02777
N1.HOG0018741,0.40076,0.22894,0.22894,0.22894
N1.HOG0018760,0.32859,0.26663,0.26663,0.26663
N1.HOG0018761,0.22734,0.15293,0.15293,0.15293
N1.HOG0018774,0.06845,0.03118,0.03118,0.03118
N1.HOG0018778,0.34988,0.2742,0.22339,0.29579
N1.HOG0018780,0.15523,0.1084,0.09198,0.16274
N1.HOG0018784,0.25447,0.17973,0.17973,0.17973
N1.HOG0018785,0.34818,0.24628,0.22447,0.23301
N1.HOG0018789,0.16474,0.10127,0.10127,0.10127
N1.HOG0018793,0.2572,0.19366,0.16822,0.17466
N1.HOG0018804,0.15132,0.10797,0.08581,0.16536
N1.HOG0018806,0.17612,0.09406,0.09406,0.09406
N1.HOG0018821,0.20426,0.10948,0.10948,0.10948
N1.HOG0018824,0.22854,0.15214,0.15214,0.15214
N1.HOG0018826,0.11737,0.0657,0.0657,0.0657
N1.HOG0018827,0.10619,0.06876,0.0491,0.08099
N1.HOG0018835,0.42651,0.19899,0.19899,0.19899
N1.HOG0018841,0.20057,0.13052,0.11142,0.13629
N1.HOG0018844,0.22218,0.11068,0.08651,0.11882
N1.HOG0018845,0.21144,0.13152,0.13152,0.13152
N1.HOG0018848,0.14435,0.06493,0.06493,0.06493
N1.HOG0018849,0.27707,0.21,0.21,0.21
N1.HOG0018865,0.12408,0.08549,0.07135,0.08576
N1.HOG0018874,0.19536,0.14083,0.12507,0.15747
N1.HOG0018884,0.30447,0.24823,0.24823,0.24823
N1.HOG0018898,0.30482,0.23232,0.2497,0.16552
N1.HOG0018912,0.15613,0.07886,0.07886,0.07886
N1.HOG0018913,0.22039,0.1008,0.07287,0.23349
N1.HOG0018917,0.25886,0.21092,0.21092,0.21092
N1.HOG0018933,0.1231,0.06113,0.04842,0.07212
N1.HOG0018940,0.2615,0.14706,0.11327,0.18215
N1.HOG0018949,0.14805,0.06079,0.03469,0.07223
N1.HOG0018980,0.20268,0.11663,0.11663,0.11663
N1.HOG0018981,0.30888,0.2245,0.2245,0.2245
N1.HOG0018994,0.07807,0.05017,0.05017,0.05017
N1.HOG0018998,0.05894,0.02496,0.02271,0.02296
N1.HOG0018999,0.29437,0.24028,0.20483,0.38758
N1.HOG0019000,0.2485,0.18807,0.16374,0.24505
N1.HOG0019008,0.10548,0.08135,0.05471,0.14215
N1.HOG0019017,0.25061,0.11459,0.11459,0.11459
N1.HOG0019045,0.17093,0.07767,0.05406,0.10172
N1.HOG0019047,0.30066,0.2166,0.2166,0.2166
N1.HOG0019057,0.40733,0.27054,0.27054,0.27054
N1.HOG0019073,0.12981,0.07934,0.07934,0.07934
N1.HOG0019074,0.15776,0.12857,0.12857,0.12857
N1.HOG0019075,0.06438,0.04212,0.04212,0.04212
N1.HOG0019080,0.12857,0.10523,0.0943,0.1667
N1.HOG0019087,0.38789,0.32235,0.35149,0.25024
N1.HOG0019088,0.26288,0.17219,0.17219,0.17219
N1.HOG0019091,0.21776,0.11965,0.11965,0.11965
N1.HOG0019100,0.24374,0.15725,0.15725,0.15725
N1.HOG0019102,0.17144,0.13899,0.12676,0.12358
N1.HOG0019103,0.205,0.14404,0.13611,0.13058
N1.HOG0019104,0.27047,0.1683,0.1683,0.1683
N1.HOG0019108,0.13599,0.09785,0.07394,0.15154
N1.HOG0019114,0.25396,0.16128,0.16128,0.16128
N1.HOG0019118,0.22977,0.27919,0.313,0.17793
N1.HOG0019126,0.38316,0.31059,0.31059,0.31059
N1.HOG0019132,0.15014,0.11321,0.11321,0.11321
N1.HOG0019144,0.12166,0.17354,0.17354,0.17354
N1.HOG0019145,0.38472,0.28701,0.28701,0.28701
N1.HOG0019150,0.14543,0.09214,0.09214,0.09214
N1.HOG0019174,0.13517,0.09174,0.07894,0.10822
N1.HOG0019176,0.26331,0.1883,0.1883,0.1883
N1.HOG0019177,0.23215,0.14291,0.14291,0.14291
N1.HOG0019184,0.29694,0.23373,0.23373,0.23373
N1.HOG0019190,0.14198,0.07914,0.07914,0.07914
N1.HOG0019200,0.3487,0.27269,0.27269,0.27269
N1.HOG0019225,0.1397,0.06564,0.06564,0.06564
N1.HOG0019237,0.09485,0.0601,0.0601,0.0601
N1.HOG0019261,0.19744,0.15968,0.13447,0.18699
N1.HOG0019263,0.21306,0.14483,0.12409,0.15756
N1.HOG0019272,0.15337,0.09187,0.09187,0.09187
N1.HOG0019278,0.11115,0.07443,0.05241,0.10186
N1.HOG0019279,0.19085,0.1012,0.1012,0.1012
N1.HOG0019280,0.26036,0.19899,0.19899,0.19899
